symbol,date,open,close,low,high,volume,market_cap
KCS,2018-01-02T00:00:00.000Z,3.6943700314,7.2786798477,3.6654698849,7.4440598488,14093000.0,662673416.42
KCS,2018-01-03T00:00:00.000Z,7.3842401505,7.9624800682,6.3904700279,8.1893501282,16777500.0,724928671.789
KCS,2018-01-04T00:00:00.000Z,7.9275798798,6.4907097816,5.5407299995,7.9427399635,12984200.0,590934203.824
KCS,2018-01-05T00:00:00.000Z,6.4312000275,7.4462299347,5.9229598045,7.7732801437,12473900.0,677927683.804
KCS,2018-01-06T00:00:00.000Z,7.4570999146,13.5742998123,7.3502998352,14.8421001434,33208300.0,1235846026.55
KCS,2018-01-07T00:00:00.000Z,13.7870998383,18.6786003113,13.5174999237,21.1375007629,40080600.0,1700557199.38
KCS,2018-01-08T00:00:00.000Z,18.2817001343,17.8320999146,13.6239995956,19.7879009247,35461900.0,1623489235.54
KCS,2018-01-09T00:00:00.000Z,17.8572006226,16.5181999207,16.2469997406,18.1973991394,16541300.0,1503867737.98
KCS,2018-01-10T00:00:00.000Z,16.5900993347,20.4430007935,15.4470996857,20.4430007935,24299700.0,1861193602.67
KCS,2018-01-11T00:00:00.000Z,20.6053009033,18.8034992218,15.4755001068,20.7350006104,20569900.0,1711928479.57
KCS,2018-01-12T00:00:00.000Z,18.9659996033,19.2215003967,17.9769001007,20.9144992828,17993400.0,1749984485.34
KCS,2018-01-13T00:00:00.000Z,19.2154998779,17.5681991577,14.2532997131,20.2236995697,22617100.0,1599462967.78
KCS,2018-01-14T00:00:00.000Z,17.5613994598,14.089799881,13.1721000671,18.6355991364,18678900.0,1282778732.23
KCS,2018-01-15T00:00:00.000Z,14.2987003326,13.3999996185,10.8120002747,15.7782001495,22232600.0,1219977218.4
KCS,2018-01-16T00:00:00.000Z,13.4695997238,10.4646997452,8.4141702652,13.4695997238,18866200.0,952738477.418
KCS,2018-01-17T00:00:00.000Z,10.5094003677,11.3277997971,6.9635300636,11.7027997971,13117200.0,1031317756.31
KCS,2018-01-18T00:00:00.000Z,11.4825000763,10.129699707,9.585650444,13.0837001801,12163800.0,922239046.958
KCS,2018-01-19T00:00:00.000Z,10.0190000534,9.2818403244,8.8027896881,10.5415000916,12682900.0,845047264.541
KCS,2018-01-20T00:00:00.000Z,9.4039297104,11.3891000748,9.281539917,12.0560998917,9850250.0,1036898696.87
KCS,2018-01-21T00:00:00.000Z,11.295800209,9.4436302185,9.1921300888,11.295800209,5409480.0,859777123.807
KCS,2018-01-22T00:00:00.000Z,9.5271501541,8.3074197769,7.4424500465,9.7379398346,5933250.0,756333070.425
KCS,2018-01-23T00:00:00.000Z,8.299539566,7.8808498383,7.2332501411,8.4965496063,4428750.0,717496825.495
KCS,2018-01-24T00:00:00.000Z,7.8507299423,7.5485801697,7.1108198166,8.210100174,4955080.0,687245942.633
KCS,2018-01-25T00:00:00.000Z,7.6443600655,7.3004498482,7.0637998581,8.4096603394,5256490.0,664655424.185
KCS,2018-01-26T00:00:00.000Z,7.2610697746,7.7242498398,6.5766000748,7.7632699013,4320420.0,703239479.794
KCS,2018-01-27T00:00:00.000Z,7.6948099136,10.2791996002,7.6948099136,10.4422998428,8696680.0,935849986.82
KCS,2018-01-28T00:00:00.000Z,10.2670001984,10.5745000839,9.6444997787,12.2462997437,12042100.0,962735007.163
KCS,2018-01-29T00:00:00.000Z,10.6038999557,9.3171701431,9.2157697678,10.8219995499,5277690.0,848263816.416
KCS,2018-01-30T00:00:00.000Z,9.3542804718,7.9341001511,7.5063500404,9.5077600479,4867190.0,722344869.292
KCS,2018-01-31T00:00:00.000Z,7.9470000267,8.0227804184,7.5627498627,8.2993497849,3131390.0,730418569.272
KCS,2018-02-01T00:00:00.000Z,8.0648603439,7.2233700752,6.511950016,8.3886098862,3910450.0,657637823.887
KCS,2018-02-02T00:00:00.000Z,7.1898398399,6.6691398621,5.0899200439,7.227640152,4303520.0,607179019.875
KCS,2018-02-03T00:00:00.000Z,6.7490701675,7.6770100594,6.1672101021,8.0500202179,3358400.0,698938604.883
KCS,2018-02-04T00:00:00.000Z,7.7266898155,6.0466899872,5.7558197975,7.8463602066,2749720.0,550509257.219
KCS,2018-02-05T00:00:00.000Z,6.0333499908,4.5707697868,4.0681099892,6.2409000397,3397490.0,416136960.489
KCS,2018-02-06T00:00:00.000Z,4.6228098869,5.7826299667,3.5289700031,5.8350601196,4579670.0,526468422.57
KCS,2018-02-07T00:00:00.000Z,5.7429699898,5.2357702255,4.9474902153,6.5539298058,3109060.0,476680606.029
KCS,2018-02-08T00:00:00.000Z,5.2076501846,5.7909698486,5.2075901031,6.2045898438,2094170.0,527227721.824
KCS,2018-02-09T00:00:00.000Z,5.8547701836,5.839029789,5.3751602173,5.9717102051,2978760.0,531603252.057
KCS,2018-02-10T00:00:00.000Z,5.862180233,5.6625099182,5.2959198952,6.4251999855,2810370.0,515532328.281
KCS,2018-02-11T00:00:00.000Z,5.6343598366,5.2220802307,5.0744700432,5.6343598366,1236640.0,475434226.318
KCS,2018-02-12T00:00:00.000Z,5.1602702141,5.7668299675,5.1356902122,5.8564400673,2140270.0,525029941.97
KCS,2018-02-13T00:00:00.000Z,5.7568101883,5.4119400978,5.3312101364,5.8542098999,1245460.0,492719664.728
